tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
153	“China and the WHO's chief: Hold them both accountable for pandemic”: An indictment of how ⁦@WHO⁩ chief ⁦@DrTedros⁩ allegedly helped Chinese president #XiJinping conceal full extent of #COVID19 for weeks in Jan, causing a global disaster. Read! URL	1	2	1	1	1	1	1
154	One million dirhams fine. 5 years jail and deportation and ban for life from #UAE for sharing any unconfirmed or #FakeNews about #CoronaVirus on social media or whatsapp.  #UAE Government  The best announcement I have heard during this pandemic.  Can we do this in #Pakistan ?	1	0	1	0	0	0	1
155	So far I know 2 ppl close to me that have tested positive for Corona. Both are recovering from pneumonia in hospital. It’s not a game or a conspiracy. Ppl don’t need well wishes etc... they need you to stay home	1	2	2	0	0	0	0
156	#FakeNews Alert  #PIBFactCheck: The claim that Paracetamol can treat #Coronavirus infection is false!  Beware of #False remedies being shared on #Covid19india .  For authentic information on #CoronavirusInIndia follow USERID URL	1	0	1	0	1	0	0
157	Prisoner released early over COVID-19 concerns allegedly broke into woman’s home, tied her up at knifepoint, and threatened to kill her URL	1	0	1	2	1	1	1
158	#CoronaVirus Fact Check  Hop on and RT if you ❤️ DJT  🇺🇸 SUPPORT USERID 🇺🇸 RT this tweet  🇺🇸 COMMENT with your handle @ 🇺🇸 FOLLOW those who comment 🇺🇸 BOOKMARK/COME BACK  Follow USERID #CoronavirusPandemic  #FakeNews URL	0	2	2	2	2	0	0
159	Namaskaram, this message is not from Sadhguru. This is a fake message that is being circulated on WhatsApp. We request you to delete these tweets. 🙏🏻	1	2	2	0	1	0	0
160	News is that since January, classified security briefings told Trump that a pandemic was coming.  Trump did nothing, told us it was a “Democrat Hoax,” and that the fifteen cases would soon be none. Thread.  #coronavirus #TrumpPandemic #TrumpLiesPeopleDie   URL	1	0	1	1	1	1	1
161	Trump's decision to do nothin' and call #COVID19 a “hoax” needlessly exposed millions that might have taken action if properly made aware.  There will be a river of blood that will forever stain Trump's tiny hands.	1	0	1	1	0	1	1
162	Trump says “we were early” on #coronavirus.  2/26 “The 15 (people) within a couple of days is going to be down to close to 0”  2/28 “One day, it’s like a miracle, it will disappear”   2/28 “This is their new hoax”   3/12 “It’s going to go away”  Yup. We were early	1	0	1	1	1	0	1
163	Actual people telling the World that Pakistan is taking precautions against #CoronaVirusPakistan. But our Fake Media giving only hype &amp; sensationalism. We all have to be ONE in this war against #CoronaVirus. Stay home. Stay safe. URL	1	0	1	1	0	0	0
164	Maddow - the woman who has peddled lies and wild conspiracy theories for 4 years - is calling on Trump to stop his COVID-19 pressers 🤦🏿‍♂️  Zero self-awareness.   URL	1	2	1	1	1	0	0
165	The fact that people refuse to stop gathering in large groups because they don't believe millions of Americans could die is Donald Trump's fault. You can't tell your constituents that the media lies &amp; science is fake &amp; be shocked when they refuse to take Corona seriously.	1	0	1	1	0	0	1
166	This is called a Presidential clap back at the liberal media.   President USERID says the American people are looking for hope and answers not this media sensationalism!   Thank you for fighting for the American people during this #coronavirus. Fight the #FakeNews URL	1	0	1	1	0	0	0
167	I repeat... China warned WHO of the New Corona Virus in DEC of 2019...  The President of the US called it a “HOAX” until about 10 days ago!!!	1	0	1	1	1	0	1
168	Government of India issues advisory to all social media platforms in order to curb the Misinformation/#FakeNews on #Coronavirus.  As #IndiaFightsCorona join the league of #coronawarriors   Suspect a forward to be #Fake : #Whatsapp Us: +91 87997 11259  | 📧- pibfactcheck@URL URL	1	0	1	0	0	0	1
169	We don't like rumors. Please don't spread them. If you are telling people that the Nat. Guard is going to impose Martial Law, please stop. It's not true. They are busy being helping distribute medical supplies. Please and thank you. #COVID19 #kckpd #commonsense #norumors URL	1	0	1	0	0	0	0
170	Congress Gen Secy Ms USERID  asks people not to panic ; don’t spread fake news ; take precautions and wash hands... #Corona URL	1	0	1	0	0	0	0
171	I attended the AMVCA on the 14th of March at Eko hotel. Even the After party.   I decided to isolate myself a day after when a rumor began, Early morning Work outs daily in my room.   I obeyed the 14 days Isolation period. Day 9 now. Love and light Guys. 🤲🏼 #Covid19Out	1	0	0	0	0	0	0
172	Garlic may be tasty, but it WON'T protect you from the new #coronavirus.  Don't spread rumors.  The fight against #COVID19 is also a fight against disinformation.  #ShareInformation #ShareKnowledge #StayAtHomeChallenge URL	1	0	1	0	1	0	1
173	I have never hidden my hatred and utter disgust for the Nigerian ruling class. I'll not start with the fake sympathy now, there's nobody that deserves what is coming for them more than them. I hope corona virus does a thorough job. 😑	0	2	2	2	2	1	1
174	Flu Season is winding down and warm weather is returning.  Experts predicted 70% of Americans would be infected with #COVID19.  Turns out .005% were.  Missed it by THAT much.  #FearPorn, it's the new #FakeNews.	1	1	1	1	1	1	1
175	After failing to correct USERID lie that President Trump called the #coronavirus a “hoax,” USERID Jake Tapper admitted he knew “the president did not call the virus a hoax.”  Today USERID repeated the same lie. Tapper did not correct him. URL #FactsFirst URL	1	2	1	1	1	1	1
176	If our “leaders” don’t want people to start believing this is all a hoax, they best stop playing politics with it.   Out in the real world patience and trust is wearing thin.   USERID USERID #ChineseVirus #COVID19 #coronavirus	0	2	2	2	2	1	0
177	This man is spreading lies and fake news.  Dear responsible Malaysians, kindly report him to URL. Thank you.	1	2	1	1	1	1	1
178	Senior propagandist for the Chinese communist regime spreading more conspiracy theories. Same dickhead who said virus originated in US.   Twitter allows Chinese govt officials on their platform even though Twitter is banned in China.	1	2	1	1	1	1	1
179	Correct him and keep quiet because you cannot arrest him!!! How many rumors have you spread on this platform. WHO ARE YOU?	0	2	2	2	2	0	0
180	Bihar reports first COVID-19 death: 38-year-old man with travel history to Qatar dies at AIIMS, Patna, says hospital official	1	0	1	0	0	0	0
181	Bihar: The 38-year-old man who has passed away at AIIMS in Patna and tested positive for #COVID19, had foreign travel history to Qatar.	1	0	1	0	0	0	0
182	#Qatar refused to prepare a hospital for the thousands #CoronaVirus infected migrant workers on its soil, instead, it has locked them inside animal shelters without any medical care! Migrants workers are not slaves, they have rights! Shame on #HumanRights orgs for being silent!	1	1	1	1	1	1	1
183	NEW #CDCTRAVELNOTICES: #COVID19 in Romania, Qatar, Singapore, Saudi Arabia, Philippines, Ecuador, South Africa, Indonesia, and India. Avoid all nonessential travel to these areas. More information: URL. URL	1	0	1	0	0	0	1
184	Saif Ali returns frm Qatar, goes to Munger, Bihar. Gets unwell, is admitted to hospital, referred to AIIMS but dies. Doc found he is Corona+ Police reaches home, puts entire family in quarantine. Now Evry member has ran away from home &amp; everyone's scared URL	1	0	1	0	1	1	1
185	First Corona death in Bihar. 38 years old Saif Ali died last night at AIIMS, Patna. He returned from Qatar few days back .	1	0	1	0	0	0	0
186	Bihar:One person aged 38 years  died at AIIMS Patna due to #Coronavirus.He returned from Qatar and was admitted in hospital on March 20. #CoronaVirusUpdate URL	1	0	1	0	0	0	0
187	Rwanda confirms 17 new COVID-19 cases bringing total to 36. 9 travellers from Dubai. 3 travellers from Kenya. 3 travellers from USA. 1 traveller from Qatar. 1 traveller from India. 1 contact of a previous case. URL	1	0	1	0	0	0	0
188	These are the World Cup 2022 workers quarantined in miserable conditions in Qatar.. this is inhuman.. does USERID accept this crime? USERID USERID USERID  USERID USERID USERID #Coronavirus #Covid_19 URL	1	0	1	1	1	1	1
189	Amnesty says Qatar refused to prepare hospital for workers infected with #coronavirus working on projects like USERID Amnesty confirmed many cases inside “labour camps” where workers in Qatar live. I warned about this days ago. #coronavirus USERID has blood on its hands	1	2	1	1	1	1	1
190	I just landed at JFK after reporting on #coronavirus in Milan and Lombardy —the epicenter of Italy’s  outbreak— for USERID I walked right through US customs. They didn’t ask me where in Italy I went or if I came into contact with sick people. They didn’t ask me anything.	1	0	1	1	1	1	1
191	ALERT‼️‼️‼️ The corona virus can be spread through money. If you have any money at home, put on some gloves, put all the money in to a plastic bag and put it outside the front door tonight. I'm collecting all the plastic bags tonight for safety. Think of your health.	1	0	1	0	0	0	0
192	COVID-19 health advice⚠️ URL	0	2	2	2	2	0	0
193	⚠️Chinese doctors say autopsies of #coronavirus victims suggest that #COVID19 is “like a combination of #SARS and #AIDS as it damages both the lungs and immune systems,” and can cause “irreversible” lung damage even if the patient survives.  USERID URL	1	0	1	0	1	1	1
194	.@NationalNurses President Deborah Burger reads a public statement from one of our quarantined #nurses who works at a northern California Kaiser facility.  Full statement ➡️ URL #COVID19 USERID URL	0	2	2	2	2	0	0
195	WOW. A man in Incheon, west of Seoul - who contracted #coronavirus - has documented his symptoms and activities for past 25 days since his felt the symptoms in 38 pages in remarkable detail. He wore masks and gloves at home and all 23 close contacts tested negative for the virus. URL	1	0	1	0	1	0	1
196	So the CORONA virus stopping y’all from eating Chinese food N TRAVELING🙄  but HIV ain’t stop y’all from fuckin RAW😒🤔 URL	0	2	2	2	2	0	0
197	Miss corona u have another job to do 😍😍	0	2	2	2	2	0	0
198	ALERT‼️‼️‼️ The corona virus can be spread through internationaly printed albums. If you have any albums at home, put on some gloves, put all the albums in a box and put it outside the front door tonight. I'm collecting all the boxes tonight for safety. Think of your health.	1	0	1	0	0	0	0
199	How many people’s #Coronavirus tests could be covered by the cost of building a...tennis pavilion at the White House?	0	2	2	2	2	0	1
200	This is deadly serious:  Talking about corona-virus this morning, Trump said, 'We closed it down. We stopped it.'  There were 15 confirmed cases in the US a week ago.  There are 233 today.  There will be *5,000* in a week  TRUMP'S INCOMPETENCE KILLS. URL	1	0	1	1	0	0	1
201	People in the USERID Administration need to resign for the continuing massive testing deficiencies.  USERID knew in January about #Covid_19. And he failed to do the one thing necessary to stop the spread of #coronavirus: to test for it so we can contain it.	1	0	1	1	1	0	1
202	It’s Friday. That means USERID is lying, again. USERID has not stopped the #CoronavirusOutbreak. It has now grown &amp; spread to 21 states with over 225 cases in the US. And we can’t contain it because we still don’t have enough test kits to know where the virus is.	1	0	1	1	1	0	1
203	The meth you mistook for molly in 2014 was the Corona virus vaccine	1	1	0	0	0	0	0
204	let's get an F in the chat for grandpa	0	2	2	2	2	0	0
205	It’s March &amp; we still lack adequate #coronavirus test kits. This is a dereliction of duty by USERID He knew about the virus in January.  Instead of leading, USERID is spewing false information about #COVIDー19 to downplay the growing outbreak. Completely unacceptable.	1	0	1	1	1	0	1
206	Rick Santelli on USERID just made the argument that we'd be better off if everyone got the #coronavirus right away and 2% of the world died off, so that financial markets could stabilize.  Rick likes Republicans, don't be like Rick. This should go viral.  #VoteBlueToSaveAmerica URL	1	0	1	1	0	1	1
207	WATCH: 'The best estimates now of the overall mortality rate for COVID-19 is somewhere between 0.1% and 1%,' Adm. Brett Giroir, assistant secretary for health at HHS, says. 'That's lower than you heard probably in many reports ... it's not likely in the range of 2 to 3%' URL	1	0	1	0	0	0	1
208	There's not a single confirmed case of an Asian infected in NYC. Stop discriminating cause the virus definitely doesn't. #racist #coronavirus URL	1	1	1	0	0	0	0
209	Panic buying is a symptom of a dysfunctional society diseased with individualism  To those with litres of soap at home- do you realise that to slow the transmission of COVID-19 you need other people to be cleaning their hands too?!  A fortress of toilet paper will not protect you	1	0	1	1	0	1	0
210	As soon as President USERID heard that the #Coronavirus was a problem in China he shutdown entry into the United States from China.  This saved many lives!  #TrumpTownHall URL	1	0	1	0	1	0	1
211	I'm gonna have to go on TotalSportek for my nans funeral ffs	0	2	2	2	2	0	0
212	Epidemiologist Marc Lipsitch, director of Harvard's Center for Communicable Disease Dynamics: “In the US it is the opposite of contained.' URL	1	0	1	1	0	1	1
213	JUST GOT THIS: Personal statement by Hisham Hamdan, Covid-19 @ Case 26.  Read it. Eye-opening. URL	0	2	2	2	2	0	0
214	Toronto has another case of #COVID19 in a traveler who acquired the infection in.....Las Vegas.  You heard that right - Las Vegas.  The USA is exporting cases and the travel history is rapidly becoming irrelevant.  URL	1	0	1	1	1	1	1
215	BREAKING: There have now been more than 100,000 #coronavirus cases worldwide. 3,398 people have died of #COVID19 and 55,672 people have recovered.	1	0	1	0	0	1	1
216	I decided to read almost every paper that exists on #CoronaVirus today.  My background is Biology and Neurology and I'm obsessed with catching parabolic trends early, data and medical research.  Here is a thread with the latest research  Feel free to retweet or cite with credits	0	2	2	2	2	0	0
217	I wish to express again my closeness to those who are ill with the #coronavirus and to healthcare workers who are caring for them, as well as to civil authorities and all those involved in assisting patients and in containing the spread of the virus.	0	2	2	2	2	0	0
218	Hmmm. Yet if it was Harry and Meghan that joked about this, it would be “Meghan wishes death upon the innocent citizens of Great Britain”	0	2	2	2	2	0	1
219	BREAKING: Trump could still own stock in a company that, according to the CDC, will play a major role in providing coronavirus test kits to the federal government, which means that Trump could profit from coronavirus testing. #COVIDー19 #coronavirus  URL	1	1	1	1	1	0	1
220	Coronavirus COVID-19 Global Cases as tracked by Johns Hopkins University's USERID URL URL	0	2	2	2	2	0	1
221	did y’all know that there are 96,950 cases of COVID-19 right now?  Did y’all know 3,308 people have died from it?  BUT did y’all know that 53,981 of these cases have already recovered?  Stop letting the media control your brain. Scare tactics are real tactics. Do your research.	1	0	1	1	0	0	0
222	Dear USERID Pence: Is the below true? Do you have a plan?  Also, when are local jurisdictions going to get the #Coronavirus test kits you promised?	0	2	2	2	2	0	1
223	I work with a mat salleh boss and every time he hears someone sneezes or coughs he would ask them to go back immediately, or work from home. The thing about us Asians is, we always think RAJINNYA DTG KERJA WALAUPUN SAKIT SO MUCH DEDICATION BUT NO YOU'RE JUST SPREADING GERMS.....	1	0	0	1	0	0	0
224	Same people used in multiple photos for corona claims in different cities across the world  &gt;&gt;33 is a prevalent number apparently. URL	1	0	0	1	1	1	0
225	After weeks of the Federal Government dragging its feet on COVID-19 testing, Trump just admitted in front of the cameras he wants to manipulate the measurement of the outbreak for his personal political benefit.	1	0	1	1	1	0	1
226	Tomorrow this boomer is turning 25.. 👴 I will leave be going to France for skiing + maybe get corona virus, so I will be mostly AFK.  To celebrate I am giving this cool Nomad knife away.  Just retweet to enter.  Picking a random winner when I am home! 🥰 &lt;3 URL	1	0	0	0	0	0	0
227	Korea: giving free test kit for covid-19  PH: we on tiktok!!! 🥰	1	1	1	0	1	0	1
228	Today’s #coronavirus recap:  -95,270 confirmed cases globally &amp; 3,281 deaths  -80% of new cases in 🇮🇷🇮🇹🇰🇷  -@WHO estimates ~3.4% of 🌎 #COVID19 cases have died  -“It is a time for pulling out all the stops” -@DrTedros  -Countries must take a comprehensive, all-government approach	1	0	1	0	0	0	1
229	me washing my hands: [bye sharona voice] die corona	0	2	2	2	2	0	0
230	RIP Grandpa can we get 30 gifted subs?'	0	2	2	2	2	0	0
231	WTAF?!?! A Man at Dartmouth with symptoms of #COVID19 was asked to self quarantine while waiting for test results. He decided he was fine and went to a party. Results came back positive the next day. Now another has it. Why are so many treating this as a joke?  #CoronaVirusUSA	1	0	1	1	1	1	1
232	What works in stopping the spread of Coronavirus: 1. Wash your hands for at least 20 seconds 2. Cough and sneeze into your elbow 3. Stay home if you're sick  What doesn't work: 1. Racism	1	1	1	0	0	0	0
233	Touching one’s own face is not recommended as the #Coronavirus spreads rampantly across the world. Touching the face of another is simply unacceptable. #JustSoWrongJoe #NotOkayJoe URL	1	0	0	0	0	0	0
234	Here is my public service announcement: If USERID says or tweets something in conflict with what doctors and experts have said about the #CoronavirusOutbreak, trust the doctors and experts. Your life and that of your family and friends may be at stake.	0	2	2	2	2	0	1
235	the scariest thing about COVID-19 is that it looks like a JIRA ticket	0	2	2	2	2	0	0
236	Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in one month that the WHO says should have taken four years. WHO is now consulting with Vietnam to get help for the global crisis. Of course this isn't in our news.	1	1	1	0	1	0	1
237	MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS	1	1	1	1	1	1	1
238	Translation - A 60 year old women caught a cold and is fine.	1	1	1	1	0	0	0
239	It’s corona time URL	0	2	2	2	2	0	0
240	Don’t die of #Coronavirus without seeing this first, it’s the finest clip you’ll watch this year.  #Covid_19 #ThursdayThoughts #ThursdayMotivation #Coronvirus URL	0	2	2	2	2	0	0
241	CONTINUED LACK OF #COVIDー19 TESTING IS A DERELICTION OF DUTY BY USERID He knew since Jan about the #coronavirus.  What is particularly shameful is USERID is using the artificially deflated numbers due to lack of testing to say the virus has been stopped. It has not.	1	0	1	1	1	1	1
242	if i got corona i wouldn’t be that mad tbh. quarantine would give me a lot of time to catch up on shows and stuff, read, write a bunch and if i’m lucky, die	0	2	2	2	2	0	0
243	this is the BEST set of info I’ve found on corona virus and it’s worth watching the full 10mins URL	0	2	2	2	2	0	0
244	Normal sick ppl vs people with Corona virus #CoronaVirusChallenge URL	0	2	2	2	2	0	0
245	The virus of communal hatred is deadlier than Corona virus!	0	2	2	2	2	0	0
246	Attempt by USERID to minimize #Coronavirus has not aged well. According to USERID there are over 215 cases &amp; 14 deaths, including 56 new cases today. Due to lack of testing by Administration, we still don’t know extent of the virus spread.  URL	1	0	1	1	1	1	1
247	Corona Virus is Temporary. House music is forever🤙	0	2	2	2	2	0	0
248	Denyin’ tests to coronavirus victims to help your approval numbers should be considered attempted murder. URL	0	2	2	2	2	1	1
249	Coronovirus #COVID19 is cancelled! 🦠 URL	0	2	2	2	2	0	0
250	Y’all tweeting about corona but not corinthians smh	0	2	2	2	2	0	0
251	The whole entire world: Corona Virus is dangerous.  Jamaicans: URL	0	2	2	2	2	0	0
252	“That’s the coffin there as you can see”  URL URL	0	2	2	2	2	0	0
253	Like an invasion of hostile space aliens, COVID-19 Is an enemy of the human species that won’t negotiate. It cares not of your nationality, ideology, politics, or religion. This enemy of us all requires a global effort to combat, guided by science and not by magical thinking. URL	1	0	1	0	0	0	0
254	Its Friday motherfuckers, you're showing up with a nut sack filled with Corona juice and a breathing mask.....	0	2	2	2	2	0	0
255	#VIDEO: The circling area around Holy Kaaba at the Holy Mosque in #Makkah was emptied of people temporarily in order to clean and sterilize it, due to #Coronavirus fears and to insure the safety of pilgrims. URL	1	0	1	0	0	0	0
256	DOH IS OFFICIALLY ON TIKTOK!🎼  Learn protective measures against COVID-19 in this TikTok video! Join the #covidance challenge!  Follow DOH's official tiktok account at ID:dohgovph 🤟 URL	0	2	2	2	2	0	0
257	⚠️A nurse—exposed to #coronavirus and SICK in quarantine—hammers USERID for initially REFUSING and then delaying #COVID19 testing.  “What a ridiculous and uneducated response...it’s a public health emergency.”  h/t USERID USERID URL	1	0	1	1	0	1	1
258	Let's bring more hope! Science works!  URL	0	2	2	2	2	0	0
259	As of March 6th 3PM KST, #BTSARMY donated approx.  505,500,000 won for COVID-19 relief in 9 days!!  USERID 💜💜💜💜💜💜💜 URL	1	0	0	0	1	0	0
260	President Trump could create a cure for COVID-19 and we'd hear 'not my cure' from the TDS crowd.  They say we're a cult, when in fact we're family.  Team Trump is a dynasty and this dynasty is going to get him re-elected. #Landslide2020	0	2	2	2	2	0	0
261	After USERID and cronies downplayed the #CoronavirusOutbreak, Pence now admits there aren't enough #coronavirus test kits.  Experts (including me) saw this coming for weeks and called for point-of-care #COVID19 tests.  Their incompetence will cost lives.🤬  USERID	1	0	1	1	1	1	1
262	#HongKongers decided not to listen to their own government for good reasons and decided to wear masks to protect themselves. #HongKong had the first case of #coronavirus way earlier than most of the countries on this list and had seen nearly little to no increase in cases since.	1	2	1	0	1	0	1
263	So there is local transmission. Please wash your hands. Please don't cough or sneeze on people.	0	2	2	2	2	0	0
264	Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.	1	1	1	0	1	0	0
265	This latest report of SARS-like lung damage is consistent with prior clinical reports of #coronavirus cases from #China. At least 1 patient who survived #COVID19 later received a lung transplant due to permanent fibrosis ('scarring') of his lungs.  URL	1	0	1	0	1	1	1
266	My bihun sup ain't perfect without sambal hitam🤧🤧	0	2	2	2	2	0	0
267	Donations to the US Government are handled by a specific office at the U.S. Treasury; you don’t send  a check to an “Office of the Assistant Secretary for Health” — see URL	1	0	0	1	0	0	1
268	So here’s a question for today: if you are a doctor in the Seattle area, can you, as of today, order a COVID-19 test for any patient you think should be tested? Curious to hear from actual medical professionals in the area.	0	2	2	2	2	0	1
269	whats the coolest way we can say '16 people have been tested'	0	2	2	2	2	0	0
270	This #coronavirus emergency response package gives our government the resources it needs to confront this public health crisis – without stealing a dime from other critical initiatives. With my signature, it goes to the President’s desk. URL	1	0	1	0	1	0	0
271	Virus needs Us to travel. Let us 'Beat The Virus' with Conscious and Responsible action. Do not allow Virus to dislocate and disrupt your lives and that of the Nation. - Sg #CoronaVirus	0	2	2	2	2	0	0
272	Nero's fiddling again. As people die &amp; his administration fumbles the COVID-19 response, DONALD TRUMP IS TAKING ANOTHER TAXPAYER-FUNDED VACATION TO HIS PRIVATE LUXURY RESORT. I'm really trying hard to comply with a social media policy that surely bans cursing out a corrupt POTUS.	1	0	1	1	1	1	1
273	Well, we called it here first, didn't we? Or at least among the first... This would be good news.	0	2	2	2	2	0	0
274	#Taiwan’s ability to contain the #COVID19 outbreak is a tribute to our unity &amp; resilience. It also speaks to the collaboration between our government, people, &amp; the many private businesses that have ramped up production to protect public health &amp; make the impossible possible: URL	1	0	0	0	0	0	0
275	Dear USERID A reminder that last week in USERID Affairs Committee, USERID refused 6 times to deny that #coronavirus is a hoax.  URL	1	0	1	1	0	1	1
276	There's something strange going on with Turkey. It is refusing to give evidence about the corona virus to WHO. There are rumors that the problem is almost like with IRAN. Some cases are reported on Turkish airlines. They don't give evidence as TA are on the verge of bankruptcy URL	1	0	1	1	1	1	1
277	Japan: close schools Italy: close schools and football games China: shut everything down  Olympics; may cancel  Trump: Coronavirus is a hoax, my hunch is experts are wrong, and you should go to work and school.  #TrumpVirus #COVID19 #Coronvirus	1	0	1	1	1	0	1
278	Don't interrupt! Blaming🇺🇸4 #coronaviruschina will enable us 2 unite🌐against the New Evil Empire🇨🇳4 its coverup. This pandemic has been killing not only Chinese people but also people throughout🌐. Wuhan victims cry out fake as Vice-Premier 孙春兰 visits. URL	1	0	2	1	0	1	0
279	According to TMZ, and some other reliable sources. Selena Gomez has reportedly donated $1,000,000 to vaccine research to help prevent the spread of COVID-19 also known as the Coronavirus. “I want everyone to know that they are rare and soon this disease will be.” URL	1	1	1	0	1	0	0
280	Dear #Patriots,  Who else finds it strange that the #FakeNewsMedia continues to spew this #coronavirus scare &amp; daily gives us the death tolls from this illness...  when they could care less about how many deaths occur every minute from abortions??	1	2	1	1	0	1	0
281	6 Mar 20 | 7pm GMT+2 # of confirmed #COVID19 cases in the Region  🇦🇫Afghanistan 1 🇧🇭Bahrain 56 🇪🇬Egypt 15 🇮🇷IR Iran 4747 incl 124 deaths 🇮🇶Iraq 38 incl 2 deaths  🇯🇴Jordan 1 🇰🇼Kuwait 58 🇱🇧Lebanon 16 🇲🇦Morocco 2 🇴🇲Oman 16 🇵🇸OPT 7 🇵🇰Pakistan 6 🇶🇦Qatar 11 🇹🇳Tunisia 1 🇸🇦KSA 5 🇦🇪UAE 29 URL	1	0	1	0	0	0	1
282	Trump campaign sues CNN over ‘false and defamatory’ 'Russia Russia' statements, seeks millions in damages.  Fake News Medias are worse than #coronavirus. Enemy of the People!  THE GREAT AWAKENING. You are the news now. Handle w/ care. Q #QAnon #Trump2020 #KAG  #KAG2020 #WWG1WGA URL	1	0	2	0	1	0	0
283	Three more Iranian officials reportedly dead from #COVID19. Either being a politician makes you extra-susceptible to coronavirus, or the prevalence of the disease is orders of magnitude higher than the government admits: URL	1	0	1	1	1	1	1
284	USERID Donald Trump canceled his trip to CDC in Atlanta because one person allegedly had #coronavirus?? #hypocrite URL	1	2	1	1	1	1	1
285	That makes you wonder. Why would you cancel a visit if it's  only a hoax, or worse a flu? #GermaphobeTrump has 2 standards. Everyone who is infected with COVID-19 can still  go to work, unless he is the  Bonespurs in Chief  URL	1	2	1	1	0	1	1
286	WARNING ⚠️: This man is the KING of the collusion hoax empire. Trust nothing he says or writes. He’s pure disinformation. 👇🏻👇🏻👇🏻	1	2	2	1	0	1	0
287	Media is bombarding us with queries about fake cases. I will be the one who will know first. I request you desist from fake news #Coronavirus URL	1	1	0	1	0	1	0
288	New York AG Warns Televangelist #JimBakker To Stop Selling FAKE #CORONAVIRUS CURE  #LisaLandau, chief of the AG’s Health Care Bureau, sent a cease and desist letter to Bakker on Thursday threatening legal action  #MOG☘️ #BlueWave2020  #MAGA #Christians URL	1	0	1	2	1	1	0
289	Before the Corona Virus reached South Africa, Trevor Noah was on the daily show making fun of the fact that we were gonna die because of China and their fake things . Some American got offended that he's making fun of such a serious situation and he was like	1	0	1	1	0	1	0
290	Since this will never get reported by the media, I wanted to share a copy of this check.  USERID  is once again donating his salary back to the United States Government  â This quarter, it will be donated to  USERID  to confront, contain, and combat #Coronavirus. Flag of United StatesFlag of United States	1	0	1	1	1	0	1
291	Thanks, #MichaelBloomberg. Hereâs a handy little (unintentional) demo on the way to spread #coronavirus by the most clueless person in America: touch community food as much as you can with your saliva-soaked fingers.  #MiniMikeBloomberg #DroolingBloomberg	0	2	2	2	2	0	0
292	"Folks, when you say ""The corona virus isn't a big deal, it only kills the disabled, elderly, chornically-ill, and immunocompromised,"" the implication is that those people are expendable.  Please be more careful."	0	2	2	2	2	0	0
293	Just 1 case of Corona Virus in India and  people are crazy  for masks!! Daily 400 people die in road crashes & still no craze for HelmetsThinking face  #safetysaves  be it virus or road crashes!	1	0	1	0	0	0	0
294	President  USERID  made a commitment to donate his salary while in office. Honoring that promise and to further protect the American people, he is donating his 2019 Q4 salary to  USERID  to support the efforts being undertaken to confront, contain, and combat #Coronavirus.	1	0	1	0	1	0	1
295	I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis.   Since I work in a physical therapy clinic with many 65+ patients and those with chronic illnesses, I decided to be responsible and go to get tested. This is how that went.	1	0	1	0	0	0	1
296	"my dad said ""why don't they just cure corona virus"" and i told him it reminded me of this home movies clip"	0	2	2	2	2	0	0
297	Experts across the world have advised to reduce mass gatherings to avoid the spread of COVID-19 Novel Coronavirus. Hence, this year I have decided not to participate in any Holi Milan programme.	1	0	1	0	0	0	1
